"ID","Team","Title","Description","Status","Estimate","Priority","Project ID","Project","Creator","Assignee","Labels","Cycle Number","Cycle Name","Cycle Start","Cycle End","Created","Updated","Started","Triaged","Completed","Canceled","Archived","Due Date","Parent issue","Initiatives","Project Milestone ID","Project Milestone","SLA Status","UUID","Time in status (minutes)","Related to","Blocked by","Duplicate of"
"IPI-256","iPix1","DESIGN-073 · Error & Recovery UX — AI Failures","## Overview

Operator-facing **error & recovery UX** for AI failures — retry, offline, permissions, streaming errors.

**Tracker:** DESIGN-073 · Handoff §06 durability

---

## Scenarios

- [ ] Gemini / Mastra structured output failure → inline retry + toast
- [ ] CopilotKit stream disconnect → reconnect banner
- [ ] Offline / network timeout → cached stale + retry CTA
- [ ] Missing RLS permission → explain + link to login/support
- [ ] Empty evidence / pending score states
- [ ] Booking Wizard availability check: `check_talent_availability` RPC currently fails silently (`setAvailability(null)` on error). Add inline retry and error-state handling. ([IPI-410](https://linear.app/amo100/issue/IPI-410/scr-21-booking-wizard) audit finding — no separate issue created)

---

## Components

Reuse EmptyState · StatusChip · IntelligencePanel error sections

---

## DoD

Browser verified on brand-intelligence + EvidenceBlock flows","Backlog",,"Medium","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca",,"COPILOTKIT, DESIGN, DESIGNV2, GEMINI, UX",,,,,"2026-06-30T06:23:34.497Z","2026-07-09T04:57:49.454Z",,,,,,,"IPI-254","IPIX-INIT-001 — Operator Platform (Q3 2026)","2484ca7f-b715-44a3-ba52-632773589f97","DV2-M2 · Operator Shell",,"d02ac658-ec99-467c-8bca-6a5281774d53",13777,"IPI-410","",
"IPI-258","iPix1","DESIGN · Production QA — Playwright, Visual, Performance","# IPI-258 · DESIGN-080 — Playwright Design Verification Framework

**Repo SSOT:** `docs/linear/issues/IPI-258-playwright-design-verification.md`

## 1. Purpose

Automated DC parity verification for all 13 Design V2 screens: login → navigate → screenshot → compare HTML reference → console/network/a11y gates → evidence bundle + pass/fail score.

## 2. User story

> As a **QA lead**, I run one command and get per-screen screenshots, parity reports, and Markdown QA summary before ⭐ sign-off.

## 3. Business value

Catches visual regressions (PR #181 class) · standardizes SCREEN-DOD evidence · unblocks DV2-M4.

## 4. Scope

**In:** Per-screen specs · DC :8765 reference · screenshot matrix · parity scorer · console allowlist · axe ≥85 · evidence output
**Out:** Pixel-perfect diff · Vite legacy · Mercur storefront

## 5. Features

- [X] Playwright bootstrap at repo root (`playwright.config.ts`, `npm run test:e2e`)
- [ ] `e2e/design-v2/` spec per screen
- [ ] Parity scorer (layout · typography · hierarchy · colors)
- [ ] Evidence → `docs/qa/screenshots/YYYY-MM-DD/`
- [ ] HTML comparison report + Markdown QA report + score
- [ ] `domcontentloaded` + selector waits (no networkidle)

## 6. Frontend

Reuse `loginOperatorIfConfigured` · projects: desktop 1280 · mobile 390 · tablet 768

## 7. Backend

QA creds only · seeded brand for populated paths

## 8. CopilotKit

Benign filter for SSR fallback console noise

## 9. Wireframe

Runner → React :3002 screenshot → DC :8765 screenshot → scorer → report.md

## 10. Mermaid

User flow + component hierarchy in repo spec

## 11. Testing

Unit tests for parity-scorer · `npm run test:e2e e2e/design-v2/`

## 12. Acceptance

- [ ] Spec matrix for 13 screens (skip unimplemented explicitly)
- [ ] CC + Brand List + Brand Detail minimum green
- [ ] Evidence bundle + pass/fail score
- [ ] No networkidle in new specs

## 13. Production checklist

QA secrets not committed · optional CI gate after 3 screens stable

## Dependencies

Soft-blocked by screen routes · bootstrap mostly ✅

**Estimate:** 8–13 pts · **Risk:** Medium · **Ready:** Partial","Backlog",13,"Medium","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca","ai@socialmediaville.ca","DESIGNV2, FRONTEND, HTML, QA, UX",,,,,"2026-06-30T06:23:56.859Z","2026-07-02T18:12:10.649Z",,,,,,,"IPI-254","IPIX-INIT-001 — Operator Platform (Q3 2026)","753a263e-9dab-4704-8281-f0f2fde70a9a","DV2-M4 · Production Verified",,"f5c6d654-7aa3-41b1-a9e6-39dce2006537",13777,"IPI-253, IPI-273, IPI-271, IPI-272, IPI-17, IPI-274, IPI-269, IPI-209, IPI-264","IPI-248, IPI-249, IPI-250",
"IPI-259","iPix1","DESIGN-075 · Production Planner Agent — Route Wiring","## Provider model (2026-07-09 · Mastra × Cloudflare audit)

**SSOT:** `tasks/cloudflare/mastra/mastra-audit.md`

* Use `resolveModel(tier)` from `app/src/mastra/models.ts` → `app/src/lib/ai/provider.ts` — not direct Gemini/Groq SDK imports in agents/tools.
* Target path: **Cloudflare AI Gateway** OpenAI-compat (`AI_GATEWAY_URL`) via IPI-454 AC-F — not direct `GEMINI_API_KEY` long-term.
* **Gemini** = vision + structured fallback only until Workers AI eval (IPI-462).
* **Workers AI** default flip blocked until IPI-462 sign-off.
* Mastra stays **in-process** in OpenNext Worker — do **not** use standalone `CloudflareDeployer` (see `opennext-inprocess.md`).

---

## Overview

Wire **production-planner** agent: route context, tools, greetings on `/app`, `/app/shoots` per AGENT-MAP.

**Note:** `/app/campaigns` uses **creative-director** (IPI-156/IPI-261) — not production-planner.

**Tracker:** DESIGN-075 · Distinct from [IPI-247](https://linear.app/amo100/issue/IPI-247) (route map only)

**Greeting/chips:** Coordinate with [IPI-197](https://linear.app/amo100/issue/IPI-197) — this issue owns **Mastra tools + useAgentContext**, not welcome copy strings.

---

## Acceptance criteria

- [ ] Mastra tools registered for shoot planning
- [ ] useAgentContext injects shoot IDs (brandId + shootId from route)
- [ ] Coordinate greeting/chips with IPI-197 — no duplicate welcome strings in this PR
- [ ] Browser smoke on Command Center + Shoots

---

### Gemini / structured output AC

- [ ] Agent tools use Zod schemas + structured tool results via Mastra
- [ ] No hardcoded model IDs — use `resolveGeminiModel()` / registry constants
- [ ] Tool outputs compatible with EvidenceBlock fields ([IPI-172](https://linear.app/amo100/issue/IPI-172) contract)
- [ ] `thinkingBudget: 0` on Mastra agent calls
- [ ] No Interactions API — `generateContent` / `generateObject` only through MVP

---

## Execution

**Depends on:** IPI-247 ✅ route map · IPI-275 ✅ dock shell (soft)

**SSOT:** AGENT-MAP · MASTER-DEPENDENCIES

---

# Implementation Prompt Pack (2026-06-30)

**Worktree:** `ipi/259-production-planner-wiring` · `../wt-ipi-259-production-planner-wiring`
**Skills:** mastra · copilotkit · gemini · task-verifier · mermaid-diagrams
**Design ref:** `Shoots List.v2.image-first.dc.html` · `Shoot Wizard.v2.image-first.dc.html` · `Command Center.v2.image-first.dc.html`

## User stories

* As a **producer**, production-planner tools on Command Center and Shoots help me plan coverage and next actions.
* As a **developer**, `useAgentContext` injects active shoot IDs so the agent never asks ""which shoot?"".

## Agent wiring map

```mermaid
flowchart LR
    R1[""/app""] --> PP[production-planner]
    R2[""/app/shoots""] --> PP
    R3[""/app/shoots/new""] --> PP
    PP --> T1[plan coverage tool]
    PP --> T2[suggest next shoot action]
    PP --> CTX[useAgentContext shootId brandId]
    CTX --> CK[CopilotKit runtime]
```

## Implementation steps (Test block each)

| Step | Prompt | Test / proof |
| -- | -- | -- |
| **A** | Register shoot planning tools on `production-planner` agent (Zod schemas) | `npm test src/mastra` |
| **B** | `useAgentContext` — brandId + shootId from route params | context in tool logs |
| **C** | Coordinate greeting/chips with IPI-197 — no duplicate welcome strings | operator-panel test |
| **D** | Browser smoke CC + `/app/shoots` | agent responds with context |
| **E** | No hardcoded model IDs | grep registry constants |

## Verification

```bash
cd app && npm run lint && npm test src/mastra && npx tsc --noEmit
# manual: /app + /app/shoots — contextual tool call
```","Backlog",,"Medium","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca","ai@socialmediaville.ca","COPILOTKIT, DESIGN, DESIGNV2, MASTRA",,,,,"2026-06-30T06:24:11.487Z","2026-07-09T02:50:18.866Z",,,,,,,"IPI-254","IPIX-INIT-001 — Operator Platform (Q3 2026)","564f6a39-e763-4067-aed2-0926e33c3d3e","DV2-M1 · Shared Spine",,"5f2f5d62-3a8c-465d-820e-2a0358c3282c",8158,"IPI-247, IPI-17, IPI-23, IPI-262, IPI-261, IPI-197","",
"IPI-248","iPix1","DESIGN-057 · Asset Library — React Parity Workspace","'> **⚠️ Reopened 2026-07-06 — wrongly marked Done.** `/app/assets` is still placeholder (~5%).
>
> **Active implementation tracker:** [IPI-404](https://linear.app/amo100/issue/IPI-404) SCR-08 · read-only masonry
>
> **SSOT:** `Universal-design-prompt-new/tasks/screens/SCR-08-assets.md` · Step 6
>
> This issue (DESIGN-057) remains the historical umbrella; ship work on [IPI-404](https://linear.app/amo100/issue/IPI-404/scr-08-assets-library-read-only-masonry).

---

## Overview

Replace `/app/assets` SectionPlaceholder with Claude Design **Asset Library** — masonry grid, DNA match, upload modal, bulk selection, EvidenceBlock explain flow.

**Tracker:** DESIGN-057 · Route: `/app/assets` · Agent: **creative-director**

**Disk verified (2026-06-30):**

* `/app/assets` is still `SectionPlaceholder` — no masonry UI
* **No** `GET /api/assets` **route on disk** — Step 0 must create API before grid fetch
* Upload route `POST /api/assets/upload-sign` also missing (expected — gated on [IPI-257](https://linear.app/amo100/issue/IPI-257/design-074-cloudinary-media-pipeline-upload-to-delivery))

---

## Dependency note (2026-06-30)

| Gate | Scope |
| -- | -- |
| [IPI-246](https://linear.app/amo100/issue/IPI-246/design-046-evidenceblock-ai-explainability-component) | Shared AssetCard, FilterBar, EvidenceBlock components |
| [IPI-247](https://linear.app/amo100/issue/IPI-247/design-070-route-agent-map-parity-assets-matching-preview) | Route → creative-director agent map ✅ |
| [IPI-276](https://linear.app/amo100/issue/IPI-276/supa-org-rls-org-member-rls-alignment-assets-cloudinary-assets) (soft) | Org-member RLS — org editors need read access before full library sign-off |
| [IPI-257](https://linear.app/amo100/issue/IPI-257/design-074-cloudinary-media-pipeline-upload-to-delivery) (upload only) | Cloudinary signed upload — read-only masonry can ship first |
| [IPI-172](https://linear.app/amo100/issue/IPI-172/gemini-009-grounding-metadata-persistence-ai-agent-logs) (soft) | EvidenceBlock payload contract — not a hard blocker for read-only grid |
| [IPI-404](https://linear.app/amo100/issue/IPI-404/scr-08-assets-library-read-only-masonry) | **SCR-08 read-only masonry — primary tracker (2026-07-06)** |
| [IPI-400](https://linear.app/amo100/issue/IPI-400/be-st1-storage-buckets) | BE-ST1 upload phase (parallel) |

**Read-only path:** Masonry + DNA display + bulk select can ship after Step 0 API + [IPI-246](https://linear.app/amo100/issue/IPI-246/design-046-evidenceblock-ai-explainability-component). Upload UX waits for [IPI-257](https://linear.app/amo100/issue/IPI-257/design-074-cloudinary-media-pipeline-upload-to-delivery).

---

## Acceptance criteria

- [ ] `GET /api/assets` route exists and returns `{ assets: AssetCardData[] }` with DNA scores
- [ ] Matches handoff/11 Assets checklist
- [ ] Uses shared AssetCard, FilterBar, EvidenceBlock ([IPI-246](https://linear.app/amo100/issue/IPI-246/design-046-evidenceblock-ai-explainability-component))
- [ ] Loading · empty · error · selected states
- [ ] Upload after [IPI-257](https://linear.app/amo100/issue/IPI-257/design-074-cloudinary-media-pipeline-upload-to-delivery) 074a
- [ ] Browser + Playwright verified

---

## Execution

**Blocked by (Linear):** [IPI-246](https://linear.app/amo100/issue/IPI-246/design-046-evidenceblock-ai-explainability-component) · [IPI-247](https://linear.app/amo100/issue/IPI-247/design-070-route-agent-map-parity-assets-matching-preview) · [IPI-276](https://linear.app/amo100/issue/IPI-276/supa-org-rls-org-member-rls-alignment-assets-cloudinary-assets) (org RLS — soft for read-only owner path)

**Soft:** [IPI-172](https://linear.app/amo100/issue/IPI-172/gemini-009-grounding-metadata-persistence-ai-agent-logs) (EvidenceBlock payload) · [IPI-257](https://linear.app/amo100/issue/IPI-257/design-074-cloudinary-media-pipeline-upload-to-delivery) (upload only)

**Implementation:** [IPI-404](https://linear.app/amo100/issue/IPI-404) SCR-08

**SSOT:** MASTER-DEPENDENCIES · `Universal-design-prompt-new/tasks/screens/SCR-08-assets.md`

---

## Wireframe (ASCII — must match DC)

**SSOT:** `Universal-design-prompt-new/tasks/screens/wireframes/SCR-08-assets.md`

# SCR-08 wireframe — Assets

> **SSOT:** [`Assets.v2.image-first.dc.html`](<../../../Pages/Assets.v2.image-first.dc.html>) · Method: [`ipix-wireframe`](<../../../../.claude/skills/ipix-wireframe/SKILL.md>)  
> **Rule:** ASCII zones must match DC `grid-template-columns` and Workspace blocks — not invented layout.

## Shell archetype

| Field | Value |
| -- | -- |
| Archetype | `standard-v2` |
| DC grid | `auto | minmax(0,1fr) auto` |
| Intelligence width | 340px |

## ASCII layout (lo-fi)

```text
+----------+---------------------------+------------+
| NavSidebar| Workspace (flex)         | Intelligence|
| collapsible|                        | Panel 340px|
| auto width |                        |            |
+----------+---------------------------+------------+
|          | Brand/shoot scope header                |            |
|          | Filter chips                            |  Digest /  |
|          | Masonry AssetCard grid                  |  actions   |
|          |                                         |            |
+----------+---------------------------+------------+
DC grid: auto | minmax(0,1fr) auto
Mobile @1024: Nav→tab bar · Intel→bottom sheet
```

## Workspace zones (from DC)

| # | Zone | React target |
| -- | -- | -- |
| 1 | Brand/shoot scope header | `*-workspace.tsx` region |
| 2 | Filter chips | `*-workspace.tsx` region |
| 3 | Masonry AssetCard grid | `*-workspace.tsx` region |

## States to implement

- [ ] masonry
- [ ] empty
- [ ] read-only first

## Zone spec table

| Zone | Interaction | Data | Empty |
| -- | -- | -- | -- |
| Brand/shoot scope header | *from DC* | *§0 Prove* | *EmptyState* |
| Filter chips | *from DC* | *§0 Prove* | *EmptyState* |
| Masonry AssetCard grid | *from DC* | *§0 Prove* | *EmptyState* |
","Backlog",,"Medium","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca","ai@socialmediaville.ca","COPILOTKIT, DESIGN, DESIGNV2, FRONTEND, GEMINI, HTML, MASTRA, QA, SUPA, UX",,,,,"2026-06-30T06:08:28.972Z","2026-07-07T06:27:13.015Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a3b8be45-5b64-4b60-92f2-c733831784b1","DV2-M3 · Workspace Parity",,"8efbf800-c53c-4fa2-8b43-4c68bfa6f87b",5113,"IPI-246, IPI-276, IPI-257, IPI-247, IPI-435, IPI-426, IPI-404, IPI-400, IPI-271, IPI-128, IPI-261, IPI-152, IPI-265","IPI-172",
"IPI-194","iPix1","MI-03d · See one photo across every platform at once","Flip the model: instead of previewing one placement at a time, upload one asset and see it across a whole campaign set at once — IG Feed/Story/Reel, Facebook, TikTok, Pinterest, Amazon, Shopify, (Email later).

## Scope

* A ""Campaign"" mode that takes one uploaded asset and lays out every target placement in a single board.
* Per-card status rolls up to a campaign-level readiness summary (uses MI-03b checks).

## Depends on

* MI-03a (selection + multi-placement rendering)
* Real value depends on MI-03r (smart per-placement cropping) — without it, every card shows the same CSS-cropped image rather than a properly recomposed one.

Blocked by MI-03a.","Backlog",,"Medium","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca",,"MEDIA, SHOOT",,,,,"2026-06-26T09:21:07.254Z","2026-07-04T07:01:53.850Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a3b8be45-5b64-4b60-92f2-c733831784b1","DV2-M3 · Workspace Parity",,"00d6b58a-cc19-4f3d-8355-0ae8ccb485d4",19533,"IPI-196","IPI-191",
"IPI-193","iPix1","MI-03c · Approve, edit, or schedule each image from the preview","Each preview card gets actions: ✅ Approve · ✏️ Edit · 📅 Schedule.

## Reuse, don't rebuild

A HITL approval-card pattern is already in flight (`feat/ipi-52-approval-cards`, `app/src/components/brand-hub/approval-card.tsx`) and the roadmap's MI-08 covers ""recommendation HITL approval card → persist via edge fn"". Adopt that pattern: nothing persists until Approve; write via a Supabase Edge Function (never write tables directly from the client).

## Scope

* Approve → persist an approval record (which asset, which placement, by whom) via edge fn.
* Edit → adjust caption/asset URL/crop and re-preview.
* Schedule → set a publish date (feeds MI-03e).

## Out of scope

🔄 Regenerate (generative image editing — capability doesn't exist yet).

Blocked by MI-03a. Coordinate with MI-08 / the approval-cards branch to share the HITL component.","Backlog",,"Medium","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca",,"MEDIA, SHOOT, SUPA",,,,,"2026-06-26T09:20:54.756Z","2026-07-04T07:01:54.588Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a3b8be45-5b64-4b60-92f2-c733831784b1","DV2-M3 · Workspace Parity",,"e153a7c0-0d1c-49ef-a6c7-1192b7f9c56e",19533,"","IPI-191",
"IPI-423","iPix1","MOB-32 · Tablet 768–1024 verify + 2-pane decision","## MOB-32 — Tablet breakpoints (768–1024)

**Track:** Mobile · **Priority:** P4 · **∥ Step 28** · **SSOT:** `Universal-design-prompt-new/tasks/mobile/MOB-32-tablet-breakpoints.md`

**Branch:** `ipi/mob-32-tablet`

**Blocked by:** MOB-04

**Replaces:** canceled [IPI-301](https://linear.app/amo100/issue/IPI-301/mobile-005-tablet-breakpoint-verification-7681024) (MOBILE-005)

## Objective

Verify + decide tablet layout at 768px and 1024px — not blind build.

## Acceptance criteria

- [ ] Decision doc for 2-pane vs single-pane
- [ ] Every shipped screen verified at 768 + 1024","Backlog",2,"Low","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca",,"DESIGNV2",,,,,"2026-07-06T09:40:03.346Z","2026-07-06T09:40:28.389Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a3b8be45-5b64-4b60-92f2-c733831784b1","DV2-M3 · Workspace Parity",,"00f52361-126a-46b3-9dd9-16955b3bc1eb",5114,"IPI-301","IPI-415",
"IPI-422","iPix1","MOB-30 · Channel Preview mobile carousel","## MOB-30 — Channel Preview mobile

**Track:** Mobile · **Priority:** P4 · **∥ Step 28** · **SSOT:** `Universal-design-prompt-new/tasks/mobile/MOB-30-channel-preview-mobile.md`

**Branch:** `ipi/mob-30-channel-preview`

**Blocked by:** MOB-04 · SCR-10 desktop

## Objective

Horizontal snap-scroll phone carousel (~88vw), dots indicator, Checks → intel sheet.

## Acceptance criteria

- [ ] Carousel @390px
- [ ] Snap scroll + dots
- [ ] Tests green","Backlog",3,"Low","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca",,"DESIGNV2",,,,,"2026-07-06T09:40:00.709Z","2026-07-06T09:40:28.276Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a3b8be45-5b64-4b60-92f2-c733831784b1","DV2-M3 · Workspace Parity",,"be23e4eb-323b-4dd3-87b8-da07edd09a88",5114,"IPI-269","IPI-415",
"IPI-406","iPix1","RF-OPT · Optional token cleanup (P3)","## RF-OPT — ShootCard → StatusChip migration

**Track:** Refactor · **Priority:** P3 · **Optional** · **SSOT:** `Universal-design-prompt-new/tasks/refactor/RF-OPT-shootcard-statuschip.md`

**Branch:** `ipi/rf-opt-shootcard-statuschip`

**Blocked by:** [IPI-385](https://linear.app/amo100/issue/IPI-385/rf-01-extract-statuschip-crm-status-tokens) (RF-01 StatusChip)

## Objective

Optional: swap ShootCard inline dot+pill for `<StatusChip>`. Behavior-preserving only — zero visual drift on `/app/shoots`.

## Do NOT

* Standalone PR without visual diff QA

## Acceptance criteria

- [ ] ShootCard uses StatusChip internally
- [ ] Visual diff zero on /app/shoots
- [ ] Tests updated","Backlog",1,"Low","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca",,"DESIGNV2",,,,,"2026-07-06T09:37:05.028Z","2026-07-06T09:37:30.883Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a3b8be45-5b64-4b60-92f2-c733831784b1","DV2-M3 · Workspace Parity",,"5262fdae-d89c-4926-a994-12df2aceba2b",5117,"IPI-385","",
"IPI-302","iPix1","PLAT-ICONS · NavSidebar Emoji → Lucide Icon Migration","## Context

`Universal design prompt/design-audit-2026-06-28-rev2.md` (finding #1, 🟡) flagged that the design system's own Rule 9 mandates Lucide icons, but production `app/src/components/operator-panel/nav-sidebar.tsx` renders raw emoji glyphs (⌂ 📷 ◈ 🖼 📣 🤝 💬) for Home/Shoots/Brand/Assets/Campaigns/Matching/Threads. Re-verified live on disk (2026-07-01): **still emoji, not fixed** — this is a real, currently-open gap, not a stale finding.

## Problem

Emoji render inconsistently across OS/browser font stacks (different weight, color rendering on some platforms since these are pictographic emoji, not outline glyphs) and violate the project's own icon-system rule.

## Proposal

Replace the 7 emoji glyphs in `nav-sidebar.tsx` with the equivalent `lucide-react` icon components (e.g. Home, Camera, Gem/Layers for Brand, Image, Megaphone, Handshake/Users for Matching, MessageSquare for Threads — pick the closest semantic match, confirm with design if ambiguous).

## Acceptance Criteria

- [ ] All 7 nav icons use `lucide-react` components, no emoji glyphs remain in `nav-sidebar.tsx`
- [ ] Visual weight/size consistent with the rest of the nav (match existing icon sizing token)
- [ ] No layout shift — icon bounding box matches current emoji footprint
- [ ] Import icons directly (`import { Home } from ""lucide-react""`), not a barrel/wildcard import

## Skills

`vercel-react-best-practices` — `bundle-barrel-imports`: import each Lucide icon directly rather than a barrel import, to avoid pulling the full icon set into the bundle

## Dependencies

None — isolated, self-contained change to one file

## Out of scope

Icon changes anywhere else in the app (scope this to NavSidebar only; expand in a follow-up if other emoji usage is found elsewhere)","Backlog",,"Low","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca",,"DESIGNV2",,,,,"2026-07-01T15:00:30.218Z","2026-07-04T07:01:20.279Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a3b8be45-5b64-4b60-92f2-c733831784b1","DV2-M3 · Workspace Parity",,"38bbf5c2-f4ce-4cd4-9bc8-54e26429659a",8158,"","",
"IPI-289","iPix1","Design System Card Sync — Phase 2 live previews + Phase 3 drift guard","## Context

Follow-up to [IPI-288](https://linear.app/amo100/issue/IPI-288/claude-design-system-sync-ipix-fashionos-design-system-project-phase) (Claude Design System Sync — Phase 0+1, Done). The `iPix / FashionOS Design System` [claude.ai](<http://claude.ai>) project has 53 components synced with metadata-only `@dsCard` preview cards (title + one-line purpose + source path, no live render). Plan: `tasks/design-docs/plan/DESIGN-SYSTEM-CARD-SYNC-PLAN.md`.

## Problem

Metadata-only cards tell you a component exists but not what it looks like or how it behaves. For a handful of components that render standalone with no external wiring, a live-rendered preview would be more useful to anyone browsing the project to copy real markup.

## Phase 2 — live-rendered previews (this issue, not started)

Candidates (render standalone, no Supabase/brand-context/CopilotKit dependency):

* `EvidenceBlock` (`app/src/components/evidence-block/evidence-block.tsx`)
* `ShootCard` (`app/src/components/shoot/ShootCard.tsx`)
* `BudgetApprovalCard`, `DeliverableApprovalCard`, `ShotListApprovalCard` (`app/src/components/shoot/hitl/*.tsx`)
* `theme-provider.tsx`

**Acceptance:**

- [ ] Small static-render harness (esbuild + `renderToStaticMarkup`, one mock-props file per component)
- [ ] Preview HTML for each candidate renders real markup, still carries `<!-- @dsCard group=""…"" -->` as first line
- [ ] Pushed to the existing project (`a15c63a4-2a0b-4051-80d1-7697efedf81e`), replacing the metadata-only card for these 6 components only — the other 47 stay metadata-only unless a future issue extends scope

## Phase 3 — keep cards in sync (this issue, ongoing discipline)

**Problem:** a stale card set is worse than no cards — it implies a component exists/is current when it isn't.

**Acceptance:**

- [ ] Add a check (CI step or PR template reminder) that flags new files under `app/src/components/**/*.tsx` (matching `.design-sync/config.json`'s include/exclude) with no matching `.html` preview committed alongside
- [ ] Document the pattern in `tasks/design-docs/plan/DESIGN-SYSTEM-CARD-SYNC-PLAN.md` Phase 3 section (already drafted, needs the actual check wired)

## Dependencies

* [IPI-288](https://linear.app/amo100/issue/IPI-288/claude-design-system-sync-ipix-fashionos-design-system-project-phase) ✅ (Phase 0+1 — project + raw sync + metadata-only cards)

## Out of scope

* Live previews for the other 47 components (all wired to Supabase/brand-context/CopilotKit — not worth mocking unless specifically requested)
* Interactive/Storybook-style playground — a static render is sufficient for ""what does this look like""","Backlog",,"Low","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca",,"DESIGNV2",,,,,"2026-07-01T12:56:59.957Z","2026-07-04T07:01:29.164Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a3b8be45-5b64-4b60-92f2-c733831784b1","DV2-M3 · Workspace Parity",,"fd10f7f6-3899-4e15-acde-04ef00adb5e2",12117,"IPI-288","",
"IPI-196","iPix1","MI-03r · Research auto-cropping images per platform (Cloudinary)","**Later / research — do not build yet.**

Today the preview shows the *same* asset in every frame, cropped only by CSS `object-fit`. To truly turn one upload into correct outputs per placement (the ""move image up 15%"" / auto-recompose idea), we need real server-side cropping.

## Research questions

* Use Cloudinary transforms (`c_fill`, `g_face`/`g_auto`, per target aspect ratio + safe zone) to generate a correctly-cropped derivative per placement.
* Where do transforms run — on render (URL params) vs. baked derivatives stored in `cloudinary_assets` / `asset_variants`?
* How to respect each placement's safe zones from `image_specs` when choosing the crop.
* Cost/perf of generating N derivatives per asset per campaign.

## Why deferred

This is the advanced engine under Campaign view (MI-03d) and the ""fix: move image up 15%"" suggestions (MI-03b). Valuable but not needed for the platform-first UX win (MI-03a). Spike it, write findings, then size implementation.

Output of this task = a short findings doc + a sizing estimate, not production code.","Backlog",,"Low","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca",,"CLOUDINARY, MEDIA, SHOOT",,,,,"2026-06-26T09:21:36.277Z","2026-07-04T07:01:51.134Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a3b8be45-5b64-4b60-92f2-c733831784b1","DV2-M3 · Workspace Parity",,"557084d0-f893-40e2-a484-14dc103cbda5",19532,"IPI-191, IPI-194","",
"IPI-195","iPix1","MI-03e · Send approved images to scheduling (Postiz)","Close the loop: an approved + scheduled preview flows into the publishing pipeline (Postiz) for IG/TikTok/FB/Pinterest/YouTube.

## Note

This is the roadmap's Phase 3 work (MI-15 `publish_jobs` queue + Postiz, MI-16 Publishing Dashboard) — explicitly gated behind Phase 2. This issue is the **preview-side entry point** into that pipeline, not a duplicate of MI-15/16; link them when MI-15 lands.

## Scope

* ""Schedule"" / ""Publish"" on an approved preview enqueues a `publish_jobs` row (one HITL approval gate).
* Status reflects back onto the preview card.

Blocked by MI-03c (approval) and MI-03d (campaign set). Depends on Phase 3 MI-15.","Backlog",,"Low","1adb08a8-6c36-4bc9-8b47-2c9ffb827a89","DESIGN V2 — Operator React Parity","ai@socialmediaville.ca",,"MEDIA, SHOOT, SUPA",,,,,"2026-06-26T09:21:18.953Z","2026-07-04T07:01:51.970Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a3b8be45-5b64-4b60-92f2-c733831784b1","DV2-M3 · Workspace Parity",,"028664e0-52da-46f2-8842-25c6bb70cb59",19533,"IPI-338","IPI-193, IPI-194",
